goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;dimensions.Age;dimensions.Reporting Type;ATTR_ENDPOINT
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;776;Tonga;2019.0;99;Float;;;;;;MICS 2019;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;776;Tonga;2019.0;100;Float;;;;;;MICS 2019;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;776;Tonga;2019.0;99.4;Float;;;;;;MICS 2019;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;776;Tonga;2019.0;92.8;Float;;;;;;MICS 2019;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;776;Tonga;2019.0;96.8;Float;;;;;;MICS 2019;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;776;Tonga;2019.0;97.7;Float;;;;;;MICS 2019;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;780;Trinidad and Tobago;2011.0;99.2;Float;;;;;;MICS 2011;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;780;Trinidad and Tobago;2011.0;97.2;Float;;;;;;MICS 2011;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;780;Trinidad and Tobago;2011.0;84.7;Float;;;;;;MICS 2011;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;780;Trinidad and Tobago;2011.0;99.8;Float;;;;;;MICS 2011;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;780;Trinidad and Tobago;2011.0;100;Float;;;;;;MICS 2011;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;780;Trinidad and Tobago;2011.0;96.5;Float;;;;;;MICS 2011;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;788;Tunisia;2018.0;99.7;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;788;Tunisia;2018.0;99.9;Float;;;;;;MICS 2018;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;788;Tunisia;2018.0;99.7;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;788;Tunisia;2018.0;99.9;Float;;;;;;MICS 2018;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;788;Tunisia;2018.0;100;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;788;Tunisia;2018.0;100;Float;;;;;;MICS 2018;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;792;Türkiye;2018.0;98.4;Float;;;;;;DHS 2018;;['Only asks if children were registered with population registry (does not ask about possession of birth certificate).'];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;795;Turkmenistan;2019.0;100;Float;;;;;;MICS 2019;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;795;Turkmenistan;2019.0;100;Float;;;;;;MICS 2019;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;795;Turkmenistan;2019.0;99.9;Float;;;;;;MICS 2019;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;795;Turkmenistan;2019.0;99.3;Float;;;;;;MICS 2019;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;795;Turkmenistan;2019.0;99.9;Float;;;;;;MICS 2019;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;795;Turkmenistan;2019.0;100;Float;;;;;;MICS 2019;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;796;Turks and Caicos Islands;2020.0;99.2;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;796;Turks and Caicos Islands;2020.0;100;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;796;Turks and Caicos Islands;2020.0;99.9;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;796;Turks and Caicos Islands;2020.0;99.8;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;796;Turks and Caicos Islands;2020.0;100;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;796;Turks and Caicos Islands;2020.0;96.5;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;798;Tuvalu;2020.0;87.2;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;798;Tuvalu;2020.0;88.2;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;798;Tuvalu;2020.0;92.1;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;798;Tuvalu;2020.0;87.1;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;798;Tuvalu;2020.0;88.4;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;798;Tuvalu;2020.0;81.3;Float;;;;;;MICS 2019-20;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;800;Uganda;2016.0;31.3;Float;;;;;;DHS 2016;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;800;Uganda;2016.0;32.2;Float;;;;;;DHS 2016;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;800;Uganda;2016.0;34.5;Float;;;;;;DHS 2016;;[' '];C;PERCENT;M48T59;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;800;Uganda;2016.0;35.9;Float;;;;;;DHS 2016;;[' '];C;PERCENT;M36T47;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;800;Uganda;2016.0;33.2;Float;;;;;;DHS 2016;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;800;Uganda;2016.0;25.5;Float;;;;;;DHS 2016;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;804;Ukraine;2012.0;100;Float;;;;;;MICS 2012;;[' '];C;PERCENT;M12T23;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;804;Ukraine;2012.0;99.8;Float;;;;;;MICS 2012;;[' '];C;PERCENT;<5Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;804;Ukraine;2012.0;100;Float;;;;;;MICS 2012;;[' '];C;PERCENT;M24T35;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
['16'];['16.9'];['16.9.1'];SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority (% of children under 5 years of age);815;804;Ukraine;2012.0;98.8;Float;;;;;;MICS 2012;;[' '];C;PERCENT;<1Y;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SG_REG_BRTH&pageSize=999999999
